DimDateId,PersianInt,PersianStr,persianYear,persianMonth,persianMonthName,persianDay,PersianDayName,PersianDayOfWeek,persianDayOfMonth,persianWeekOfYear,persianSeasonOfYear,persianSeasonName,PersianMonthDay,PersianFullName,GregorianYearInt,GregorianStr,GregorianStrDash,GregorianMonth,GregorianMonthName,GregorianDayOfMonth,GregorianMonthDay,GregorianYearMonth,GregorianDayOfWeekName,HalfOFYearName,HalfOFYear,IsHoliday,DecadeName,Decade,HalfMoonName
4195,14040622,1404/06/22,1404,6,شهریور,177,شنبه,1,22,27,2,سه ماهه دوم,6,شنبه 22 شهریور 1404,202509,2025-09-13 00:00:00.000,2025-09-13,9,September,13,913,202509,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4196,14040623,1404/06/23,1404,6,شهریور,178,یکشنبه,2,23,27,2,سه ماهه دوم,6,یکشنبه 23 شهریور 1404,202509,2025-09-14 00:00:00.000,2025-09-14,9,September,14,914,202509,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4197,14040624,1404/06/24,1404,6,شهریور,179,دوشنبه,3,24,27,2,سه ماهه دوم,6,دوشنبه 24 شهریور 1404,202509,2025-09-15 00:00:00.000,2025-09-15,9,September,15,915,202509,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4198,14040625,1404/06/25,1404,6,شهریور,180,سه شنبه,4,25,27,2,سه ماهه دوم,6,سه شنبه 25 شهریور 1404,202509,2025-09-16 00:00:00.000,2025-09-16,9,September,16,916,202509,Tuesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4199,14040626,1404/06/26,1404,6,شهریور,181,چهارشنبه,5,26,27,2,سه ماهه دوم,6,چهارشنبه 26 شهریور 1404,202509,2025-09-17 00:00:00.000,2025-09-17,9,September,17,917,202509,Wednesday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4200,14040627,1404/06/27,1404,6,شهریور,182,پنج شنبه,6,27,27,2,سه ماهه دوم,6,پنج شنبه 27 شهریور 1404,202509,2025-09-18 00:00:00.000,2025-09-18,9,September,18,918,202509,Thursday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4201,14040628,1404/06/28,1404,6,شهریور,183,جمعه,7,28,27,2,سه ماهه دوم,6,جمعه 28 شهریور 1404,202509,2025-09-19 00:00:00.000,2025-09-19,9,September,19,919,202509,Friday,نيمسال اول,1,True,دهه سوم,NULL,نیمه دوم ماه
4202,14040629,1404/06/29,1404,6,شهریور,184,شنبه,1,29,28,2,سه ماهه دوم,6,شنبه 29 شهریور 1404,202509,2025-09-20 00:00:00.000,2025-09-20,9,September,20,920,202509,Saturday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4203,14040630,1404/06/30,1404,6,شهریور,185,یکشنبه,2,30,28,2,سه ماهه دوم,6,یکشنبه 30 شهریور 1404,202509,2025-09-21 00:00:00.000,2025-09-21,9,September,21,921,202509,Sunday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4204,14040631,1404/06/31,1404,6,شهریور,186,دوشنبه,3,31,28,2,سه ماهه دوم,6,دوشنبه 31 شهریور 1404,202509,2025-09-22 00:00:00.000,2025-09-22,9,September,22,922,202509,Monday,نيمسال اول,1,NULL,دهه سوم,NULL,نیمه دوم ماه
4205,14040701,1404/07/01,1404,7,مهر,187,سه شنبه,4,1,28,3," سه ماهه سوم",7,سه شنبه 1 مهر 1404,202509,2025-09-23 00:00:00.000,2025-09-23,9,September,23,923,202509,Tuesday,نيمسال دوم,2,NULL,دهه اول,1381,نیمه اول ماه
4206,14040702,1404/07/02,1404,7,مهر,188,چهارشنبه,5,2,28,3," سه ماهه سوم",7,چهارشنبه 2 مهر 1404,202509,2025-09-24 00:00:00.000,2025-09-24,9,September,24,924,202509,Wednesday,نيمسال دوم,2,NULL,دهه اول,1382,نیمه اول ماه
4207,14040703,1404/07/03,1404,7,مهر,189,پنج شنبه,6,3,28,3," سه ماهه سوم",7,پنج شنبه 3 مهر 1404,202509,2025-09-25 00:00:00.000,2025-09-25,9,September,25,925,202509,Thursday,نيمسال دوم,2,NULL,دهه اول,1383,نیمه اول ماه
4208,14040704,1404/07/04,1404,7,مهر,190,جمعه,7,4,28,3," سه ماهه سوم",7,جمعه 4 مهر 1404,202509,2025-09-26 00:00:00.000,2025-09-26,9,September,26,926,202509,Friday,نيمسال دوم,2,True,دهه اول,1384,نیمه اول ماه
4209,14040705,1404/07/05,1404,7,مهر,191,شنبه,1,5,29,3," سه ماهه سوم",7,شنبه 5 مهر 1404,202509,2025-09-27 00:00:00.000,2025-09-27,9,September,27,927,202509,Saturday,نيمسال دوم,2,NULL,دهه اول,1385,نیمه اول ماه
4210,14040706,1404/07/06,1404,7,مهر,192,یکشنبه,2,6,29,3," سه ماهه سوم",7,یکشنبه 6 مهر 1404,202509,2025-09-28 00:00:00.000,2025-09-28,9,September,28,928,202509,Sunday,نيمسال دوم,2,NULL,دهه اول,1386,نیمه اول ماه
4211,14040707,1404/07/07,1404,7,مهر,193,دوشنبه,3,7,29,3," سه ماهه سوم",7,دوشنبه 7 مهر 1404,202509,2025-09-29 00:00:00.000,2025-09-29,9,September,29,929,202509,Monday,نيمسال دوم,2,NULL,دهه اول,1387,نیمه اول ماه
4212,14040708,1404/07/08,1404,7,مهر,194,سه شنبه,4,8,29,3," سه ماهه سوم",7,سه شنبه 8 مهر 1404,202509,2025-09-30 00:00:00.000,2025-09-30,9,September,30,930,202509,Tuesday,نيمسال دوم,2,NULL,دهه اول,1388,نیمه اول ماه
4213,14040709,1404/07/09,1404,7,مهر,195,چهارشنبه,5,9,29,3," سه ماهه سوم",7,چهارشنبه 9 مهر 1404,202510,2025-10-01 00:00:00.000,2025-10-01,10,October,1,1001,202510,Wednesday,نيمسال دوم,2,NULL,دهه اول,1389,نیمه اول ماه
4214,14040710,1404/07/10,1404,7,مهر,196,پنج شنبه,6,10,29,3," سه ماهه سوم",7,پنج شنبه 10 مهر 1404,202510,2025-10-02 00:00:00.000,2025-10-02,10,October,2,1002,202510,Thursday,نيمسال دوم,2,NULL,دهه اول,1390,نیمه اول ماه
4215,14040711,1404/07/11,1404,7,مهر,197,جمعه,7,11,29,3," سه ماهه سوم",7,جمعه 11 مهر 1404,202510,2025-10-03 00:00:00.000,2025-10-03,10,October,3,1003,202510,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
4216,14040712,1404/07/12,1404,7,مهر,198,شنبه,1,12,30,3," سه ماهه سوم",7,شنبه 12 مهر 1404,202510,2025-10-04 00:00:00.000,2025-10-04,10,October,4,1004,202510,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4217,14040713,1404/07/13,1404,7,مهر,199,یکشنبه,2,13,30,3," سه ماهه سوم",7,یکشنبه 13 مهر 1404,202510,2025-10-05 00:00:00.000,2025-10-05,10,October,5,1005,202510,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4218,14040714,1404/07/14,1404,7,مهر,200,دوشنبه,3,14,30,3," سه ماهه سوم",7,دوشنبه 14 مهر 1404,202510,2025-10-06 00:00:00.000,2025-10-06,10,October,6,1006,202510,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4219,14040715,1404/07/15,1404,7,مهر,201,سه شنبه,4,15,30,3," سه ماهه سوم",7,سه شنبه 15 مهر 1404,202510,2025-10-07 00:00:00.000,2025-10-07,10,October,7,1007,202510,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4220,14040716,1404/07/16,1404,7,مهر,202,چهارشنبه,5,16,30,3," سه ماهه سوم",7,چهارشنبه 16 مهر 1404,202510,2025-10-08 00:00:00.000,2025-10-08,10,October,8,1008,202510,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4221,14040717,1404/07/17,1404,7,مهر,203,پنج شنبه,6,17,30,3," سه ماهه سوم",7,پنج شنبه 17 مهر 1404,202510,2025-10-09 00:00:00.000,2025-10-09,10,October,9,1009,202510,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4222,14040718,1404/07/18,1404,7,مهر,204,جمعه,7,18,30,3," سه ماهه سوم",7,جمعه 18 مهر 1404,202510,2025-10-10 00:00:00.000,2025-10-10,10,October,10,1010,202510,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
4223,14040719,1404/07/19,1404,7,مهر,205,شنبه,1,19,31,3," سه ماهه سوم",7,شنبه 19 مهر 1404,202510,2025-10-11 00:00:00.000,2025-10-11,10,October,11,1011,202510,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4224,14040720,1404/07/20,1404,7,مهر,206,یکشنبه,2,20,31,3," سه ماهه سوم",7,یکشنبه 20 مهر 1404,202510,2025-10-12 00:00:00.000,2025-10-12,10,October,12,1012,202510,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4225,14040721,1404/07/21,1404,7,مهر,207,دوشنبه,3,21,31,3," سه ماهه سوم",7,دوشنبه 21 مهر 1404,202510,2025-10-13 00:00:00.000,2025-10-13,10,October,13,1013,202510,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4226,14040722,1404/07/22,1404,7,مهر,208,سه شنبه,4,22,31,3," سه ماهه سوم",7,سه شنبه 22 مهر 1404,202510,2025-10-14 00:00:00.000,2025-10-14,10,October,14,1014,202510,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4227,14040723,1404/07/23,1404,7,مهر,209,چهارشنبه,5,23,31,3," سه ماهه سوم",7,چهارشنبه 23 مهر 1404,202510,2025-10-15 00:00:00.000,2025-10-15,10,October,15,1015,202510,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4228,14040724,1404/07/24,1404,7,مهر,210,پنج شنبه,6,24,31,3," سه ماهه سوم",7,پنج شنبه 24 مهر 1404,202510,2025-10-16 00:00:00.000,2025-10-16,10,October,16,1016,202510,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4229,14040725,1404/07/25,1404,7,مهر,211,جمعه,7,25,31,3," سه ماهه سوم",7,جمعه 25 مهر 1404,202510,2025-10-17 00:00:00.000,2025-10-17,10,October,17,1017,202510,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
4230,14040726,1404/07/26,1404,7,مهر,212,شنبه,1,26,32,3," سه ماهه سوم",7,شنبه 26 مهر 1404,202510,2025-10-18 00:00:00.000,2025-10-18,10,October,18,1018,202510,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4231,14040727,1404/07/27,1404,7,مهر,213,یکشنبه,2,27,32,3," سه ماهه سوم",7,یکشنبه 27 مهر 1404,202510,2025-10-19 00:00:00.000,2025-10-19,10,October,19,1019,202510,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4232,14040728,1404/07/28,1404,7,مهر,214,دوشنبه,3,28,32,3," سه ماهه سوم",7,دوشنبه 28 مهر 1404,202510,2025-10-20 00:00:00.000,2025-10-20,10,October,20,1020,202510,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4233,14040729,1404/07/29,1404,7,مهر,215,سه شنبه,4,29,32,3," سه ماهه سوم",7,سه شنبه 29 مهر 1404,202510,2025-10-21 00:00:00.000,2025-10-21,10,October,21,1021,202510,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4234,14040730,1404/07/30,1404,7,مهر,216,چهارشنبه,5,30,32,3," سه ماهه سوم",7,چهارشنبه 30 مهر 1404,202510,2025-10-22 00:00:00.000,2025-10-22,10,October,22,1022,202510,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4235,14040801,1404/08/01,1404,8,آبان,217,پنج شنبه,6,1,32,3," سه ماهه سوم",8,پنج شنبه 1 آبان 1404,202510,2025-10-23 00:00:00.000,2025-10-23,10,October,23,1023,202510,Thursday,نيمسال دوم,2,NULL,دهه اول,1391,نیمه اول ماه
4236,14040802,1404/08/02,1404,8,آبان,218,جمعه,7,2,32,3," سه ماهه سوم",8,جمعه 2 آبان 1404,202510,2025-10-24 00:00:00.000,2025-10-24,10,October,24,1024,202510,Friday,نيمسال دوم,2,True,دهه اول,1392,نیمه اول ماه
4237,14040803,1404/08/03,1404,8,آبان,219,شنبه,1,3,33,3," سه ماهه سوم",8,شنبه 3 آبان 1404,202510,2025-10-25 00:00:00.000,2025-10-25,10,October,25,1025,202510,Saturday,نيمسال دوم,2,NULL,دهه اول,1393,نیمه اول ماه
4238,14040804,1404/08/04,1404,8,آبان,220,یکشنبه,2,4,33,3," سه ماهه سوم",8,یکشنبه 4 آبان 1404,202510,2025-10-26 00:00:00.000,2025-10-26,10,October,26,1026,202510,Sunday,نيمسال دوم,2,NULL,دهه اول,1394,نیمه اول ماه
4239,14040805,1404/08/05,1404,8,آبان,221,دوشنبه,3,5,33,3," سه ماهه سوم",8,دوشنبه 5 آبان 1404,202510,2025-10-27 00:00:00.000,2025-10-27,10,October,27,1027,202510,Monday,نيمسال دوم,2,NULL,دهه اول,1395,نیمه اول ماه
4240,14040806,1404/08/06,1404,8,آبان,222,سه شنبه,4,6,33,3," سه ماهه سوم",8,سه شنبه 6 آبان 1404,202510,2025-10-28 00:00:00.000,2025-10-28,10,October,28,1028,202510,Tuesday,نيمسال دوم,2,NULL,دهه اول,1396,نیمه اول ماه
4241,14040807,1404/08/07,1404,8,آبان,223,چهارشنبه,5,7,33,3," سه ماهه سوم",8,چهارشنبه 7 آبان 1404,202510,2025-10-29 00:00:00.000,2025-10-29,10,October,29,1029,202510,Wednesday,نيمسال دوم,2,NULL,دهه اول,1397,نیمه اول ماه
4242,14040808,1404/08/08,1404,8,آبان,224,پنج شنبه,6,8,33,3," سه ماهه سوم",8,پنج شنبه 8 آبان 1404,202510,2025-10-30 00:00:00.000,2025-10-30,10,October,30,1030,202510,Thursday,نيمسال دوم,2,NULL,دهه اول,1398,نیمه اول ماه
4243,14040809,1404/08/09,1404,8,آبان,225,جمعه,7,9,33,3," سه ماهه سوم",8,جمعه 9 آبان 1404,202510,2025-10-31 00:00:00.000,2025-10-31,10,October,31,1031,202510,Friday,نيمسال دوم,2,True,دهه اول,1399,نیمه اول ماه
4244,14040810,1404/08/10,1404,8,آبان,226,شنبه,1,10,34,3," سه ماهه سوم",8,شنبه 10 آبان 1404,202511,2025-11-01 00:00:00.000,2025-11-01,11,November,1,1101,202511,Saturday,نيمسال دوم,2,NULL,دهه اول,1400,نیمه اول ماه
4245,14040811,1404/08/11,1404,8,آبان,227,یکشنبه,2,11,34,3," سه ماهه سوم",8,یکشنبه 11 آبان 1404,202511,2025-11-02 00:00:00.000,2025-11-02,11,November,2,1102,202511,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4246,14040812,1404/08/12,1404,8,آبان,228,دوشنبه,3,12,34,3," سه ماهه سوم",8,دوشنبه 12 آبان 1404,202511,2025-11-03 00:00:00.000,2025-11-03,11,November,3,1103,202511,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4247,14040813,1404/08/13,1404,8,آبان,229,سه شنبه,4,13,34,3," سه ماهه سوم",8,سه شنبه 13 آبان 1404,202511,2025-11-04 00:00:00.000,2025-11-04,11,November,4,1104,202511,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4248,14040814,1404/08/14,1404,8,آبان,230,چهارشنبه,5,14,34,3," سه ماهه سوم",8,چهارشنبه 14 آبان 1404,202511,2025-11-05 00:00:00.000,2025-11-05,11,November,5,1105,202511,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4249,14040815,1404/08/15,1404,8,آبان,231,پنج شنبه,6,15,34,3," سه ماهه سوم",8,پنج شنبه 15 آبان 1404,202511,2025-11-06 00:00:00.000,2025-11-06,11,November,6,1106,202511,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4250,14040816,1404/08/16,1404,8,آبان,232,جمعه,7,16,34,3," سه ماهه سوم",8,جمعه 16 آبان 1404,202511,2025-11-07 00:00:00.000,2025-11-07,11,November,7,1107,202511,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه دوم ماه
4251,14040817,1404/08/17,1404,8,آبان,233,شنبه,1,17,35,3," سه ماهه سوم",8,شنبه 17 آبان 1404,202511,2025-11-08 00:00:00.000,2025-11-08,11,November,8,1108,202511,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4252,14040818,1404/08/18,1404,8,آبان,234,یکشنبه,2,18,35,3," سه ماهه سوم",8,یکشنبه 18 آبان 1404,202511,2025-11-09 00:00:00.000,2025-11-09,11,November,9,1109,202511,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4253,14040819,1404/08/19,1404,8,آبان,235,دوشنبه,3,19,35,3," سه ماهه سوم",8,دوشنبه 19 آبان 1404,202511,2025-11-10 00:00:00.000,2025-11-10,11,November,10,1110,202511,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4254,14040820,1404/08/20,1404,8,آبان,236,سه شنبه,4,20,35,3," سه ماهه سوم",8,سه شنبه 20 آبان 1404,202511,2025-11-11 00:00:00.000,2025-11-11,11,November,11,1111,202511,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4255,14040821,1404/08/21,1404,8,آبان,237,چهارشنبه,5,21,35,3," سه ماهه سوم",8,چهارشنبه 21 آبان 1404,202511,2025-11-12 00:00:00.000,2025-11-12,11,November,12,1112,202511,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4256,14040822,1404/08/22,1404,8,آبان,238,پنج شنبه,6,22,35,3," سه ماهه سوم",8,پنج شنبه 22 آبان 1404,202511,2025-11-13 00:00:00.000,2025-11-13,11,November,13,1113,202511,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4257,14040823,1404/08/23,1404,8,آبان,239,جمعه,7,23,35,3," سه ماهه سوم",8,جمعه 23 آبان 1404,202511,2025-11-14 00:00:00.000,2025-11-14,11,November,14,1114,202511,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
4258,14040824,1404/08/24,1404,8,آبان,240,شنبه,1,24,36,3," سه ماهه سوم",8,شنبه 24 آبان 1404,202511,2025-11-15 00:00:00.000,2025-11-15,11,November,15,1115,202511,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4259,14040825,1404/08/25,1404,8,آبان,241,یکشنبه,2,25,36,3," سه ماهه سوم",8,یکشنبه 25 آبان 1404,202511,2025-11-16 00:00:00.000,2025-11-16,11,November,16,1116,202511,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4260,14040826,1404/08/26,1404,8,آبان,242,دوشنبه,3,26,36,3," سه ماهه سوم",8,دوشنبه 26 آبان 1404,202511,2025-11-17 00:00:00.000,2025-11-17,11,November,17,1117,202511,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4261,14040827,1404/08/27,1404,8,آبان,243,سه شنبه,4,27,36,3," سه ماهه سوم",8,سه شنبه 27 آبان 1404,202511,2025-11-18 00:00:00.000,2025-11-18,11,November,18,1118,202511,Tuesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4262,14040828,1404/08/28,1404,8,آبان,244,چهارشنبه,5,28,36,3," سه ماهه سوم",8,چهارشنبه 28 آبان 1404,202511,2025-11-19 00:00:00.000,2025-11-19,11,November,19,1119,202511,Wednesday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4263,14040829,1404/08/29,1404,8,آبان,245,پنج شنبه,6,29,36,3," سه ماهه سوم",8,پنج شنبه 29 آبان 1404,202511,2025-11-20 00:00:00.000,2025-11-20,11,November,20,1120,202511,Thursday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4264,14040830,1404/08/30,1404,8,آبان,246,جمعه,7,30,36,3," سه ماهه سوم",8,جمعه 30 آبان 1404,202511,2025-11-21 00:00:00.000,2025-11-21,11,November,21,1121,202511,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
4265,14040901,1404/09/01,1404,9,آذر,247,شنبه,1,1,37,3," سه ماهه سوم",9,شنبه 1 آذر 1404,202511,2025-11-22 00:00:00.000,2025-11-22,11,November,22,1122,202511,Saturday,نيمسال دوم,2,NULL,دهه اول,1401,نیمه اول ماه
4266,14040902,1404/09/02,1404,9,آذر,248,یکشنبه,2,2,37,3," سه ماهه سوم",9,یکشنبه 2 آذر 1404,202511,2025-11-23 00:00:00.000,2025-11-23,11,November,23,1123,202511,Sunday,نيمسال دوم,2,NULL,دهه اول,1402,نیمه اول ماه
4267,14040903,1404/09/03,1404,9,آذر,249,دوشنبه,3,3,37,3," سه ماهه سوم",9,دوشنبه 3 آذر 1404,202511,2025-11-24 00:00:00.000,2025-11-24,11,November,24,1124,202511,Monday,نيمسال دوم,2,NULL,دهه اول,1403,نیمه اول ماه
4268,14040904,1404/09/04,1404,9,آذر,250,سه شنبه,4,4,37,3," سه ماهه سوم",9,سه شنبه 4 آذر 1404,202511,2025-11-25 00:00:00.000,2025-11-25,11,November,25,1125,202511,Tuesday,نيمسال دوم,2,NULL,دهه اول,1404,نیمه اول ماه
4269,14040905,1404/09/05,1404,9,آذر,251,چهارشنبه,5,5,37,3," سه ماهه سوم",9,چهارشنبه 5 آذر 1404,202511,2025-11-26 00:00:00.000,2025-11-26,11,November,26,1126,202511,Wednesday,نيمسال دوم,2,NULL,دهه اول,1405,نیمه اول ماه
4270,14040906,1404/09/06,1404,9,آذر,252,پنج شنبه,6,6,37,3," سه ماهه سوم",9,پنج شنبه 6 آذر 1404,202511,2025-11-27 00:00:00.000,2025-11-27,11,November,27,1127,202511,Thursday,نيمسال دوم,2,NULL,دهه اول,1406,نیمه اول ماه
4271,14040907,1404/09/07,1404,9,آذر,253,جمعه,7,7,37,3," سه ماهه سوم",9,جمعه 7 آذر 1404,202511,2025-11-28 00:00:00.000,2025-11-28,11,November,28,1128,202511,Friday,نيمسال دوم,2,True,دهه اول,1407,نیمه اول ماه
4272,14040908,1404/09/08,1404,9,آذر,254,شنبه,1,8,38,3," سه ماهه سوم",9,شنبه 8 آذر 1404,202511,2025-11-29 00:00:00.000,2025-11-29,11,November,29,1129,202511,Saturday,نيمسال دوم,2,NULL,دهه اول,1408,نیمه اول ماه
4273,14040909,1404/09/09,1404,9,آذر,255,یکشنبه,2,9,38,3," سه ماهه سوم",9,یکشنبه 9 آذر 1404,202511,2025-11-30 00:00:00.000,2025-11-30,11,November,30,1130,202511,Sunday,نيمسال دوم,2,NULL,دهه اول,1409,نیمه اول ماه
4274,14040910,1404/09/10,1404,9,آذر,256,دوشنبه,3,10,38,3," سه ماهه سوم",9,دوشنبه 10 آذر 1404,202512,2025-12-01 00:00:00.000,2025-12-01,12,December,1,1201,202512,Monday,نيمسال دوم,2,NULL,دهه اول,1410,نیمه اول ماه
4275,14040911,1404/09/11,1404,9,آذر,257,سه شنبه,4,11,38,3," سه ماهه سوم",9,سه شنبه 11 آذر 1404,202512,2025-12-02 00:00:00.000,2025-12-02,12,December,2,1202,202512,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4276,14040912,1404/09/12,1404,9,آذر,258,چهارشنبه,5,12,38,3," سه ماهه سوم",9,چهارشنبه 12 آذر 1404,202512,2025-12-03 00:00:00.000,2025-12-03,12,December,3,1203,202512,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4277,14040913,1404/09/13,1404,9,آذر,259,پنج شنبه,6,13,38,3," سه ماهه سوم",9,پنج شنبه 13 آذر 1404,202512,2025-12-04 00:00:00.000,2025-12-04,12,December,4,1204,202512,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4278,14040914,1404/09/14,1404,9,آذر,260,جمعه,7,14,38,3," سه ماهه سوم",9,جمعه 14 آذر 1404,202512,2025-12-05 00:00:00.000,2025-12-05,12,December,5,1205,202512,Friday,نيمسال دوم,2,True,دهه دوم,NULL,نیمه اول ماه
4279,14040915,1404/09/15,1404,9,آذر,261,شنبه,1,15,39,3," سه ماهه سوم",9,شنبه 15 آذر 1404,202512,2025-12-06 00:00:00.000,2025-12-06,12,December,6,1206,202512,Saturday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه اول ماه
4280,14040916,1404/09/16,1404,9,آذر,262,یکشنبه,2,16,39,3," سه ماهه سوم",9,یکشنبه 16 آذر 1404,202512,2025-12-07 00:00:00.000,2025-12-07,12,December,7,1207,202512,Sunday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4281,14040917,1404/09/17,1404,9,آذر,263,دوشنبه,3,17,39,3," سه ماهه سوم",9,دوشنبه 17 آذر 1404,202512,2025-12-08 00:00:00.000,2025-12-08,12,December,8,1208,202512,Monday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4282,14040918,1404/09/18,1404,9,آذر,264,سه شنبه,4,18,39,3," سه ماهه سوم",9,سه شنبه 18 آذر 1404,202512,2025-12-09 00:00:00.000,2025-12-09,12,December,9,1209,202512,Tuesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4283,14040919,1404/09/19,1404,9,آذر,265,چهارشنبه,5,19,39,3," سه ماهه سوم",9,چهارشنبه 19 آذر 1404,202512,2025-12-10 00:00:00.000,2025-12-10,12,December,10,1210,202512,Wednesday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4284,14040920,1404/09/20,1404,9,آذر,266,پنج شنبه,6,20,39,3," سه ماهه سوم",9,پنج شنبه 20 آذر 1404,202512,2025-12-11 00:00:00.000,2025-12-11,12,December,11,1211,202512,Thursday,نيمسال دوم,2,NULL,دهه دوم,NULL,نیمه دوم ماه
4285,14040921,1404/09/21,1404,9,آذر,267,جمعه,7,21,39,3," سه ماهه سوم",9,جمعه 21 آذر 1404,202512,2025-12-12 00:00:00.000,2025-12-12,12,December,12,1212,202512,Friday,نيمسال دوم,2,True,دهه سوم,NULL,نیمه دوم ماه
4286,14040922,1404/09/22,1404,9,آذر,268,شنبه,1,22,40,3," سه ماهه سوم",9,شنبه 22 آذر 1404,202512,2025-12-13 00:00:00.000,2025-12-13,12,December,13,1213,202512,Saturday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4287,14040923,1404/09/23,1404,9,آذر,269,یکشنبه,2,23,40,3," سه ماهه سوم",9,یکشنبه 23 آذر 1404,202512,2025-12-14 00:00:00.000,2025-12-14,12,December,14,1214,202512,Sunday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
4288,14040924,1404/09/24,1404,9,آذر,270,دوشنبه,3,24,40,3," سه ماهه سوم",9,دوشنبه 24 آذر 1404,202512,2025-12-15 00:00:00.000,2025-12-15,12,December,15,1215,202512,Monday,نيمسال دوم,2,NULL,دهه سوم,NULL,نیمه دوم ماه
