Case_ID,Activity,Resource,ResourceGroup,Start_Timestamp,Complete_Timestamp,Requester,Part,Project,IsForce,RequestQuantity
OR-E001129,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 12:58,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 12:58,5/21/2019 13:17,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/21/2019 13:17,5/22/2019 9:29,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:16,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:16,5/22/2019 16:29,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 16:29,5/22/2019 16:34,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:34,5/25/2019 19:38,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/25/2019 19:38,5/28/2019 11:51,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:51,6/10/2019 8:40,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:51,10/9/2019 10:25,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,6/10/2019 8:40,6/10/2019 8:58,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001129,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,6/10/2019 8:40,6/10/2019 0:00,Department-20200150,Part-2010023212,Project-100400016,1,80
OR-E001130,ارسال درخواست,Employee2316,داخلی,5/18/2019 18:47,5/18/2019 18:47,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 18:47,5/19/2019 19:15,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:06,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:06,5/22/2019 8:29,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:46,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:46,5/22/2019 15:47,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:47,5/22/2019 16:06,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/29/2019 16:30,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001130,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/29/2019 0:00,Department-20200150,Part-2010023210,Project-100400016,1,120
OR-E001131,ارسال درخواست,Employee2316,داخلی,5/18/2019 18:49,5/18/2019 18:49,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 18:49,5/19/2019 19:15,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:08,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:08,5/22/2019 8:29,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:47,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:47,5/22/2019 15:48,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:48,5/22/2019 16:06,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001131,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 9:22,Department-20200150,Part-2010012838,Project-100400016,1,320
OR-E001132,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:06,5/18/2019 19:06,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:06,5/19/2019 19:15,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:15,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:15,5/22/2019 8:29,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:47,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:47,5/22/2019 15:48,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:48,5/22/2019 16:06,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 15:58,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001132,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2010023208,Project-100400016,1,6
OR-E001133,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:08,5/18/2019 19:08,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:08,5/19/2019 19:15,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 14:11,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 14:11,5/22/2019 8:29,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:18,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:18,5/22/2019 15:21,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:21,5/22/2019 16:06,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/3/2019 13:04,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001133,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/3/2019 0:00,Department-20200150,Part-2000005376,Project-100400016,1,4
OR-E001134,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:10,5/18/2019 19:10,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:10,5/19/2019 19:15,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:18,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:18,5/22/2019 8:29,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:48,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:48,5/22/2019 15:49,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:49,5/22/2019 16:06,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 9:08,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001134,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2000005376,Project-100400016,1,2
OR-E001135,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:14,5/18/2019 19:14,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:14,5/19/2019 19:15,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:22,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:22,5/22/2019 8:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:49,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:49,5/22/2019 16:13,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 16:13,5/22/2019 16:18,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:18,5/27/2019 14:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:36,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:36,6/1/2019 9:12,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001135,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:36,6/1/2019 0:00,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:15,5/18/2019 19:16,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:16,5/19/2019 19:15,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:48,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:48,5/22/2019 8:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:49,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:49,5/22/2019 16:06,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 9:13,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001136,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2000009100,Project-100400016,1,40
OR-E001137,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:17,5/18/2019 19:18,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:18,5/19/2019 19:15,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 16:21,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 16:21,5/22/2019 8:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:43,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee5760,داخلی,5/22/2019 15:43,5/22/2019 16:28,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 16:28,5/22/2019 16:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:29,5/25/2019 19:38,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/25/2019 19:38,5/28/2019 11:51,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:51,8/7/2019 16:07,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5508,داخلی,5/28/2019 11:51,8/7/2019 0:00,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001137,ارسال به انبار,Employee5508,داخلی,8/7/2019 16:07,8/7/2019 16:07,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:19,5/18/2019 19:20,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:20,5/19/2019 19:15,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:54,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:54,5/22/2019 8:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:50,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:50,5/22/2019 16:06,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001138,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 9:15,Department-20200150,Part-2000005438,Project-100400016,1,20
OR-E001139,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:22,5/18/2019 19:22,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:22,5/19/2019 19:15,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:56,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:56,5/22/2019 8:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:51,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:51,5/22/2019 16:06,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:39,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 9:21,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001139,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:39,6/1/2019 0:00,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:24,5/18/2019 19:25,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:25,5/19/2019 19:15,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 18:58,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 18:58,5/22/2019 8:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:52,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:52,5/22/2019 16:06,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:36,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:36,6/1/2019 0:00,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001140,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:36,6/1/2019 9:26,Department-20200150,Part-2010002954,Project-100400016,1,60
OR-E001141,ارسال درخواست,Employee2316,داخلی,5/18/2019 19:27,5/18/2019 19:28,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,تایید سرپرست یا مدیر,Employee2312,داخلی,5/18/2019 19:28,5/19/2019 19:15,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,تایید سرپرست یا مدیر,Employee2556,داخلی,5/19/2019 19:15,5/20/2019 8:49,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,بررسی سفارش توسط انبار,Employee4760,داخلی,5/20/2019 8:49,5/21/2019 19:01,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,بررسی مدیر انبار,Employee816,داخلی,5/21/2019 19:01,5/22/2019 8:29,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,تأیید معاون درخواست کننده  ,Employee1580,داخلی,5/22/2019 8:29,5/22/2019 9:29,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,بررسی بودجه تعدادی توسط سرپرست بازرگانی  ,Employee2528,داخلی,5/22/2019 9:29,5/22/2019 15:52,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,تأیید مدیر ارشد بازرگانی  ,Employee2528,داخلی,5/22/2019 15:52,5/22/2019 16:06,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,توزیع سفارش داخلی,Employee2484,داخلی,5/22/2019 16:06,5/27/2019 14:29,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,کنترل ثبت سفارش داخلی,Employee5692,داخلی,5/27/2019 14:29,5/28/2019 11:36,Department-20200150,Part-2010021094,Project-100400016,1,2
OR-E001141,اقدام کارشناس بازرگانی داخلی برای خرید سفارش   ,Employee5300,داخلی,5/28/2019 11:36,6/1/2019 15:59,Department-20200150,Part-2010021094,Project-100400016,1,2
